CustomerID,frequency,monetary,recency,R,F,M,RFM_Score,Segment
13763.0,3,5217.4400000000005,63,3,3,5,335,Loyal Customer
13764.0,6,2919.62,71,3,4,5,345,Loyal Customer
13765.0,1,352.821,653,1,1,2,112,Needs Attention
13766.0,1,190.35,495,1,1,1,111,Lost
13767.0,73,33903.57,2,5,5,5,555,Champion
13768.0,2,875.97,727,1,2,3,123,Needs Attention
13769.0,20,5478.12,2,5,5,5,555,Champion
13770.0,4,785.37,422,1,3,3,133,Loyal Customer
13771.0,9,5728.82,64,3,5,5,355,Loyal Customer
13772.0,8,3100.02,34,4,4,5,445,Champion
13773.0,2,301.54,397,2,2,2,222,Needs Attention
13774.0,1,345.0,82,3,1,2,312,Needs Attention
13775.0,1,1049.66,591,1,1,3,113,Needs Attention
13776.0,2,623.98,428,1,2,3,123,Needs Attention
13777.0,61,49638.26,1,5,5,5,555,Champion
13778.0,4,1124.49,103,3,3,3,333,Loyal Customer
13779.0,1,161.13,516,1,1,1,111,Lost
13780.0,3,732.07,7,5,3,3,533,Loyal Customer
13781.0,3,778.83,251,2,3,3,233,Loyal Customer
13782.0,13,1786.08,13,5,5,4,554,Champion
13783.0,4,1542.09,488,1,3,4,134,Loyal Customer
13784.0,14,2910.23,10,5,5,5,555,Champion
13785.0,4,542.49,429,1,3,2,132,At Risk
13786.0,6,3127.99,367,2,4,5,245,Loyal Customer
13787.0,6,1222.5,76,3,4,4,344,Loyal Customer
13788.0,1,3.75,505,1,1,1,111,Lost
13789.0,1,239.45999999999998,388,2,1,1,211,Needs Attention
13790.0,1,348.8,4,5,1,2,512,New Customer
13791.0,2,1516.0,128,3,2,4,324,Promising
13792.0,3,383.95,66,3,3,2,332,Needs Attention
13793.0,1,96.0,647,1,1,1,111,Lost
13794.0,1,126.03,547,1,1,1,111,Lost
13795.0,4,836.3,388,2,3,3,233,Loyal Customer
13796.0,1,289.7,499,1,1,2,112,Needs Attention
13797.0,3,1179.45,437,1,3,3,133,Loyal Customer
13798.0,110,75428.87,1,5,5,5,555,Champion
13799.0,9,2803.57,117,3,5,4,354,Loyal Customer
13800.0,3,1679.56,310,2,3,4,234,Loyal Customer
13801.0,1,324.8,67,3,1,2,312,Needs Attention
13802.0,19,26259.11,139,3,5,5,355,Loyal Customer
13803.0,3,1338.91,255,2,3,4,234,Loyal Customer
13804.0,9,3161.12,31,4,5,5,455,Champion
13805.0,2,924.6,52,4,2,3,423,Promising
13806.0,1,256.38,64,3,1,1,311,Needs Attention
13807.0,3,422.2,367,2,3,2,232,At Risk
13808.0,5,1747.66,6,5,4,4,544,Champion
13809.0,3,679.7,305,2,3,3,233,Loyal Customer
13810.0,3,1499.01,29,4,3,4,434,Loyal Customer
13811.0,3,814.5,184,3,3,3,333,Loyal Customer
13812.0,3,539.0,42,4,3,2,432,Needs Attention
13813.0,8,2765.47,40,4,4,4,444,Champion
13814.0,3,2257.32,92,3,3,4,334,Loyal Customer
13815.0,8,7475.74,22,4,4,5,445,Champion
13816.0,2,571.6700000000001,24,4,2,2,422,Promising
13817.0,2,382.98,29,4,2,2,422,Promising
13818.0,1,61.28,430,1,1,1,111,Lost
13819.0,6,2642.35,302,2,4,4,244,Loyal Customer
13820.0,3,652.75,418,1,3,3,133,Loyal Customer
13821.0,6,1379.08,145,3,4,4,344,Loyal Customer
13822.0,2,632.0,6,5,2,3,523,Promising
13823.0,7,3403.4500000000003,19,5,4,5,545,Champion
13824.0,12,3314.76,33,4,5,5,455,Champion
13825.0,2,255.59,622,1,2,1,121,Needs Attention
13826.0,1,189.5,176,3,1,1,311,Needs Attention
13827.0,3,409.8,58,4,3,2,432,Needs Attention
13828.0,1,209.49,22,4,1,1,411,New Customer
13829.0,1,102.0,421,1,1,1,111,Lost
13830.0,1,156.85000000000002,582,1,1,1,111,Lost
13831.0,18,6585.54,16,5,5,5,555,Champion
13832.0,2,609.89,19,5,2,3,523,Promising
13833.0,2,700.41,159,3,2,3,323,Promising
13834.0,2,324.19,577,1,2,2,122,Needs Attention
13835.0,7,1095.27,25,4,4,3,443,Loyal Customer
13836.0,2,620.37,399,2,2,3,223,Needs Attention
13837.0,2,266.59000000000003,212,2,2,1,221,Needs Attention
13838.0,10,1690.07,6,5,5,4,554,Champion
13839.0,1,139.95000000000002,486,1,1,1,111,Lost
13840.0,1,651.4,416,1,1,3,113,Needs Attention
13841.0,1,85.0,253,2,1,1,211,Needs Attention
13842.0,18,5319.34,59,4,5,5,455,Champion
13843.0,1,319.75,381,2,1,2,212,Needs Attention
13844.0,1,361.62,11,5,1,2,512,New Customer
13845.0,1,312.98,65,3,1,2,312,Needs Attention
13846.0,4,1307.79,25,4,3,4,434,Loyal Customer
13847.0,1,310.72,720,1,1,2,112,Needs Attention
13848.0,8,3015.0,92,3,4,5,345,Loyal Customer
13849.0,5,3469.3,52,4,4,5,445,Champion
13850.0,1,1595.48,129,3,1,4,314,Needs Attention
13851.0,8,4606.46,96,3,4,5,345,Loyal Customer
13852.0,1,187.35000000000002,611,1,1,1,111,Lost
13853.0,1,1090.14,57,4,1,3,413,New Customer
13854.0,39,11944.56,9,5,5,5,555,Champion
13855.0,4,1310.3400000000001,501,1,3,4,134,Loyal Customer
13856.0,11,1142.03,169,3,5,3,353,Loyal Customer
13857.0,6,1001.01,393,2,4,3,243,Loyal Customer
13858.0,1,216.17,57,4,1,1,411,New Customer
13859.0,2,515.86,326,2,2,2,222,Needs Attention
13860.0,5,1245.9,1,5,4,4,544,Champion
13861.0,2,273.26,429,1,2,1,121,Needs Attention
13862.0,9,2556.09,18,5,5,4,554,Champion
13863.0,4,1239.55,248,2,3,4,234,Loyal Customer
13864.0,1,662.4000000000001,387,2,1,3,213,Needs Attention
13865.0,4,501.56,58,4,3,2,432,Needs Attention
13866.0,1,145.67000000000002,74,3,1,1,311,Needs Attention
13867.0,3,1005.09,31,4,3,3,433,Loyal Customer
13868.0,2,3192.54,7,5,2,5,525,Promising
13869.0,10,7996.87,123,3,5,5,355,Loyal Customer
13870.0,15,5712.08,2,5,5,5,555,Champion
13871.0,17,7885.85,23,4,5,5,455,Champion
13872.0,3,919.57,527,1,3,3,133,Loyal Customer
13873.0,8,1038.92,120,3,4,3,343,Loyal Customer
13874.0,7,2049.15,358,2,4,4,244,Loyal Customer
13875.0,14,4814.37,54,4,5,5,455,Champion
13876.0,1,122.7,64,3,1,1,311,Needs Attention
13877.0,3,449.68,86,3,3,2,332,Needs Attention
13878.0,4,2416.9,55,4,3,4,434,Loyal Customer
13879.0,1,395.5,646,1,1,2,112,Needs Attention
13880.0,17,4293.86,21,4,5,5,455,Champion
13881.0,43,45179.1,4,5,5,5,555,Champion
13882.0,5,1191.13,3,5,4,3,543,Loyal Customer
13883.0,15,6560.02,11,5,5,5,555,Champion
13884.0,10,1825.03,7,5,5,4,554,Champion
13885.0,2,506.8,189,3,2,2,322,Promising
13886.0,1,243.56,71,3,1,1,311,Needs Attention
13887.0,1,349.55,204,2,1,2,212,Needs Attention
13888.0,7,2001.59,120,3,4,4,344,Loyal Customer
13889.0,6,1991.23,93,3,4,4,344,Loyal Customer
13890.0,14,2927.38,1,5,5,5,555,Champion
13891.0,3,859.21,378,2,3,3,233,Loyal Customer
13892.0,6,1267.6499999999999,27,4,4,4,444,Champion
13893.0,1,821.1,298,2,1,3,213,Needs Attention
13894.0,3,564.62,24,4,3,2,432,Needs Attention
13895.0,6,4008.52,28,4,4,5,445,Champion
13896.0,1,388.55,626,1,1,2,112,Needs Attention
13897.0,3,1160.72,50,4,3,3,433,Loyal Customer
13898.0,2,686.4,326,2,2,3,223,Needs Attention
13899.0,2,388.52,16,5,2,2,522,Promising
13900.0,6,1610.59,183,3,4,4,344,Loyal Customer
13901.0,15,5676.34,72,3,5,5,355,Loyal Customer
13902.0,5,34095.26,632,1,4,5,145,Loyal Customer
13903.0,1,165.45000000000002,400,2,1,1,211,Needs Attention
13904.0,2,332.64,37,4,2,2,422,Promising
13905.0,1,312.65,733,1,1,2,112,Needs Attention
13906.0,1,42.0,409,2,1,1,211,Needs Attention
13907.0,1,136.8,692,1,1,1,111,Lost
13908.0,4,2369.55,80,3,3,4,334,Loyal Customer
13909.0,2,282.85,423,1,2,1,121,Needs Attention
13911.0,20,4234.99,57,4,5,5,455,Champion
13912.0,1,124.95,424,1,1,1,111,Lost
13913.0,1,42.22,507,1,1,1,111,Lost
13914.0,2,626.45,12,5,2,3,523,Promising
13915.0,1,70.80000000000001,394,2,1,1,211,Needs Attention
13916.0,4,1275.81,464,1,3,4,134,Loyal Customer
13917.0,2,272.04,50,4,2,1,421,Promising
13918.0,2,1212.8400000000001,50,4,2,3,423,Promising
13919.0,4,1360.68,59,4,3,4,434,Loyal Customer
13920.0,4,1774.68,432,1,3,4,134,Loyal Customer
13921.0,4,730.7,402,2,3,3,233,Loyal Customer
13922.0,3,865.2,352,2,3,3,233,Loyal Customer
13923.0,1,351.13,54,4,1,2,412,New Customer
13924.0,6,1838.8500000000001,2,5,4,4,544,Champion
13925.0,4,678.25,93,3,3,3,333,Loyal Customer
13926.0,1,223.85000000000002,23,4,1,1,411,New Customer
13927.0,2,708.26,75,3,2,3,323,Promising
13928.0,4,464.57,11,5,3,2,532,Needs Attention
13929.0,11,3494.1,169,3,5,5,355,Loyal Customer
13930.0,2,337.34,58,4,2,2,422,Promising
13931.0,11,5257.38,96,3,5,5,355,Loyal Customer
13932.0,1,307.4,295,2,1,2,212,Needs Attention
13933.0,2,608.7900000000001,109,3,2,2,322,Promising
13934.0,1,922.1,264,2,1,3,213,Needs Attention
13935.0,3,6116.92,597,1,3,5,135,Loyal Customer
13936.0,3,939.66,180,3,3,3,333,Loyal Customer
13937.0,2,880.13,169,3,2,3,323,Promising
13938.0,1,71.66,35,4,1,1,411,New Customer
13939.0,7,1560.96,23,4,4,4,444,Champion
13940.0,4,839.14,17,5,3,3,533,Loyal Customer
13941.0,15,10027.18,22,4,5,5,455,Champion
13942.0,1,320.0,535,1,1,2,112,Needs Attention
13943.0,1,246.54,578,1,1,1,111,Lost
13944.0,1,200.43,653,1,1,1,111,Lost
13945.0,2,854.15,395,2,2,3,223,Needs Attention
13946.0,6,1876.23,79,3,4,4,344,Loyal Customer
13947.0,1,90.6,65,3,1,1,311,Needs Attention
13948.0,4,548.76,361,2,3,2,232,At Risk
13949.0,6,2427.32,3,5,4,4,544,Champion
13950.0,4,745.06,11,5,3,3,533,Loyal Customer
13951.0,3,674.45,176,3,3,3,333,Loyal Customer
13952.0,14,12823.521,218,2,5,5,255,Loyal Customer
13953.0,12,6640.68,7,5,5,5,555,Champion
13954.0,2,439.92,2,5,2,2,522,Promising
13955.0,3,544.0699999999999,154,3,3,2,332,Needs Attention
13956.0,5,1019.27,5,5,4,3,543,Loyal Customer
13957.0,3,458.25,418,1,3,2,132,At Risk
13958.0,8,4709.2300000000005,380,2,4,5,245,Loyal Customer
13959.0,6,1064.77,79,3,4,3,343,Loyal Customer
13960.0,2,230.22,21,4,2,1,421,Promising
13961.0,1,538.4,392,2,1,2,212,Needs Attention
13962.0,3,362.8,22,4,3,2,432,Needs Attention
13963.0,17,2860.57,308,2,5,4,254,Loyal Customer
13964.0,2,438.9,387,2,2,2,222,Needs Attention
13965.0,3,996.61,477,1,3,3,133,Loyal Customer
13966.0,1,384.26,435,1,1,2,112,Needs Attention
13967.0,2,166.3,146,3,2,1,321,Promising
13968.0,1,123.66,423,1,1,1,111,Lost
13969.0,35,12973.460000000001,7,5,5,5,555,Champion
13970.0,2,846.55,386,2,2,3,223,Needs Attention
13971.0,14,4667.57,19,5,5,5,555,Champion
13972.0,2,190.25,71,3,2,1,321,Promising
13973.0,1,264.7,287,2,1,1,211,Needs Attention
13974.0,2,677.72,49,4,2,3,423,Promising
13975.0,12,5256.4,31,4,5,5,455,Champion
13976.0,4,1192.36,207,2,3,3,233,Loyal Customer
13977.0,1,519.8100000000001,411,1,1,2,112,Needs Attention
13978.0,2,196.79000000000002,15,5,2,1,521,Promising
13979.0,7,3379.93,73,3,4,5,345,Loyal Customer
13980.0,5,768.82,60,3,4,3,343,Loyal Customer
13981.0,1,331.14,416,1,1,2,112,Needs Attention
13982.0,9,3954.29,39,4,5,5,455,Champion
13983.0,21,6753.89,30,4,5,5,455,Champion
13984.0,12,1893.8,27,4,5,4,454,Champion
13985.0,22,10020.86,4,5,5,5,555,Champion
13986.0,1,320.46,17,5,1,2,512,New Customer
13987.0,2,682.54,380,2,2,3,223,Needs Attention
13988.0,8,4757.8,20,4,4,5,445,Champion
13989.0,5,2026.06,66,3,4,4,344,Loyal Customer
13990.0,1,311.3,213,2,1,2,212,Needs Attention
13991.0,6,852.88,12,5,4,3,543,Loyal Customer
13992.0,3,219.5,30,4,3,1,431,Needs Attention
13993.0,19,6775.71,43,4,5,5,455,Champion
13994.0,6,2274.14,4,5,4,4,544,Champion
13995.0,14,3902.01,15,5,5,5,555,Champion
13996.0,2,895.76,386,2,2,3,223,Needs Attention
13997.0,3,376.46,519,1,3,2,132,At Risk
13998.0,3,566.7,447,1,3,2,132,At Risk
13999.0,29,9502.26,10,5,5,5,555,Champion
14000.0,5,2046.3400000000001,211,2,4,4,244,Loyal Customer
14001.0,9,4228.85,46,4,5,5,455,Champion
14002.0,2,529.73,134,3,2,2,322,Promising
14003.0,1,209.41,733,1,1,1,111,Lost
14004.0,11,6258.45,43,4,5,5,455,Champion
14005.0,5,2874.72,10,5,4,4,544,Champion
14006.0,7,2196.67,116,3,4,4,344,Loyal Customer
14007.0,1,79.48,513,1,1,1,111,Lost
14008.0,1,509.04,432,1,1,2,112,Needs Attention
14009.0,3,1099.91,198,2,3,3,233,Loyal Customer
14010.0,2,445.15,565,1,2,2,122,Needs Attention
14011.0,2,457.82,480,1,2,2,122,Needs Attention
14012.0,1,328.8,278,2,1,2,212,Needs Attention
14013.0,5,1084.57,110,3,4,3,343,Loyal Customer
14014.0,3,1948.21,77,3,3,4,334,Loyal Customer
14015.0,1,917.34,53,4,1,3,413,New Customer
14016.0,11,11403.41,162,3,5,5,355,Loyal Customer
14017.0,1,229.75,571,1,1,1,111,Lost
14018.0,1,367.15000000000003,645,1,1,2,112,Needs Attention
14019.0,3,1421.61,47,4,3,4,434,Loyal Customer
14020.0,4,1249.01,17,5,3,4,534,Loyal Customer
14021.0,7,1716.58,155,3,4,4,344,Loyal Customer
14022.0,2,792.15,225,2,2,3,223,Needs Attention
14023.0,2,584.07,7,5,2,2,522,Promising
14024.0,3,645.74,122,3,3,3,333,Loyal Customer
14025.0,8,4057.9,465,1,4,5,145,Loyal Customer
14026.0,2,713.11,471,1,2,3,123,Needs Attention
14027.0,1,104.82,61,3,1,1,311,Needs Attention
14028.0,3,10396.5,550,1,3,5,135,Loyal Customer
14029.0,2,467.66,63,3,2,2,322,Promising
14030.0,20,7521.8,18,5,5,5,555,Champion
14031.0,44,39019.51,7,5,5,5,555,Champion
14032.0,16,4546.41,2,5,5,5,555,Champion
14033.0,1,109.44,555,1,1,1,111,Lost
14034.0,3,648.89,22,4,3,3,433,Loyal Customer
14035.0,9,2794.75,29,4,5,4,454,Champion
14036.0,1,626.65,285,2,1,3,213,Needs Attention
14037.0,6,836.95,176,3,4,3,343,Loyal Customer
14038.0,5,3069.88,78,3,4,5,345,Loyal Customer
14039.0,2,267.28000000000003,33,4,2,1,421,Promising
14040.0,35,12523.81,41,4,5,5,455,Champion
14041.0,1,141.41,266,2,1,1,211,Needs Attention
14042.0,1,431.98,725,1,1,2,112,Needs Attention
14043.0,2,302.6,491,1,2,2,122,Needs Attention
14044.0,10,3077.7,27,4,5,5,455,Champion
14045.0,16,10986.63,109,3,5,5,355,Loyal Customer
14046.0,1,154.99,284,2,1,1,211,Needs Attention
14047.0,14,3968.11,9,5,5,5,555,Champion
14048.0,3,748.69,305,2,3,3,233,Loyal Customer
14049.0,13,13023.4,17,5,5,5,555,Champion
14050.0,2,746.36,32,4,2,3,423,Promising
14051.0,37,21770.98,1,5,5,5,555,Champion
14052.0,2,466.66,20,4,2,2,422,Promising
14053.0,4,572.3,124,3,3,2,332,Needs Attention
14054.0,1,92.46,65,3,1,1,311,Needs Attention
14055.0,3,1520.96,106,3,3,4,334,Loyal Customer
14056.0,23,8152.71,1,5,5,5,555,Champion
14057.0,22,8346.66,24,4,5,5,455,Champion
14058.0,2,469.19,463,1,2,2,122,Needs Attention
14059.0,1,183.6,267,2,1,1,211,Needs Attention
14060.0,30,8898.24,5,5,5,5,555,Champion
14061.0,3,917.4300000000001,507,1,3,3,133,Loyal Customer
14062.0,24,25585.65,10,5,5,5,555,Champion
14063.0,9,22710.2,438,1,5,5,155,Loyal Customer
14064.0,15,3260.24,29,4,5,5,455,Champion
14065.0,3,891.02,389,2,3,3,233,Loyal Customer
14066.0,1,152.55,267,2,1,1,211,Needs Attention
14067.0,2,374.7,64,3,2,2,322,Promising
14068.0,4,1516.72,320,2,3,4,234,Loyal Customer
14069.0,2,225.81,515,1,2,1,121,Needs Attention
14070.0,1,321.6,685,1,1,2,112,Needs Attention
14071.0,8,1437.57,4,5,4,4,544,Champion
14072.0,1,390.85,667,1,1,2,112,Needs Attention
14073.0,1,151.04,32,4,1,1,411,New Customer
14074.0,1,219.39999999999998,623,1,1,1,111,Lost
14075.0,6,1734.87,5,5,4,4,544,Champion
14076.0,1,118.67,129,3,1,1,311,Needs Attention
14077.0,6,615.0799999999999,41,4,4,3,443,Loyal Customer
14078.0,9,1553.47,102,3,5,4,354,Loyal Customer
14079.0,2,618.73,125,3,2,3,323,Promising
14080.0,5,1115.68,33,4,4,3,443,Loyal Customer
14081.0,10,4867.57,302,2,5,5,255,Loyal Customer
14082.0,2,413.36,365,2,2,2,222,Needs Attention
14083.0,11,1082.19,4,5,5,3,553,Loyal Customer
14084.0,1,150.5,512,1,1,1,111,Lost
14085.0,33,9720.67,2,5,5,5,555,Champion
14086.0,1,39.95,463,1,1,1,111,Lost
14087.0,3,829.47,3,5,3,3,533,Loyal Customer
14088.0,16,64036.8,10,5,5,5,555,Champion
14089.0,1,158.75,57,4,1,1,411,New Customer
14090.0,1,76.32000000000001,325,2,1,1,211,Needs Attention
14091.0,2,9530.08,654,1,2,5,125,Needs Attention
14092.0,24,7229.45,8,5,5,5,555,Champion
14093.0,1,433.86,12,5,1,2,512,New Customer
14094.0,1,311.77,440,1,1,2,112,Needs Attention
14095.0,1,2.95,723,1,1,1,111,Lost
14096.0,17,65164.79,4,5,5,5,555,Champion
14097.0,2,422.85999999999996,481,1,2,2,122,Needs Attention
14098.0,1,147.35,37,4,1,1,411,New Customer
14099.0,20,5750.91,16,5,5,5,555,Champion
14100.0,1,191.95000000000002,138,3,1,1,311,Needs Attention
14101.0,13,9961.93,74,3,5,5,355,Loyal Customer
14102.0,5,1105.8799999999999,5,5,4,3,543,Loyal Customer
14104.0,5,743.53,155,3,4,3,343,Loyal Customer
14105.0,5,5988.83,239,2,4,5,245,Loyal Customer
14106.0,1,214.79999999999998,737,1,1,1,111,Lost
14107.0,11,4877.3,52,4,5,5,455,Champion
14108.0,4,1044.96,31,4,3,3,433,Loyal Customer
14109.0,1,144.2,73,3,1,1,311,Needs Attention
14110.0,33,12987.95,4,5,5,5,555,Champion
14111.0,4,692.85,14,5,3,3,533,Loyal Customer
14112.0,13,5834.59,23,4,5,5,455,Champion
14113.0,16,7092.610000000001,4,5,5,5,555,Champion
14114.0,7,1364.09,274,2,4,4,244,Loyal Customer
14115.0,2,622.6700000000001,502,1,2,3,123,Needs Attention
14116.0,5,1382.74,20,4,4,4,444,Champion
14117.0,1,90.0,144,3,1,1,311,Needs Attention
14118.0,1,458.45,429,1,1,2,112,Needs Attention
14119.0,2,183.37,376,2,2,1,221,Needs Attention
14121.0,4,2780.15,4,5,3,4,534,Loyal Customer
14122.0,3,362.42,406,2,3,2,232,At Risk
14123.0,1,436.18,733,1,1,2,112,Needs Attention
14124.0,1,419.58000000000004,84,3,1,2,312,Needs Attention
14125.0,3,2720.63,11,5,3,4,534,Loyal Customer
14126.0,4,1172.46,8,5,3,3,533,Loyal Customer
14127.0,6,1900.0800000000002,123,3,4,4,344,Loyal Customer
14128.0,3,924.21,61,3,3,3,333,Loyal Customer
14129.0,9,2591.34,2,5,5,4,554,Champion
14130.0,4,1858.77,319,2,3,4,234,Loyal Customer
14131.0,1,168.22,649,1,1,1,111,Lost
14132.0,11,3586.0299999999997,2,5,5,5,555,Champion
14133.0,4,911.14,130,3,3,3,333,Loyal Customer
14134.0,15,11123.35,383,2,5,5,255,Loyal Customer
14135.0,24,8839.67,2,5,5,5,555,Champion
14136.0,5,1570.81,401,2,4,4,244,Loyal Customer
14137.0,1,332.7,696,1,1,2,112,Needs Attention
14138.0,2,965.8800000000001,2,5,2,3,523,Promising
14139.0,4,1086.8,46,4,3,3,433,Loyal Customer
14140.0,2,935.05,4,5,2,3,523,Promising
14141.0,4,915.13,3,5,3,3,533,Loyal Customer
14142.0,2,671.34,373,2,2,3,223,Needs Attention
14143.0,1,115.8,134,3,1,1,311,Needs Attention
14144.0,1,30.599999999999998,486,1,1,1,111,Lost
14145.0,7,7600.05,47,4,4,5,445,Champion
14146.0,12,9450.3,9,5,5,5,555,Champion
14147.0,9,2590.2,78,3,5,4,354,Loyal Customer
14148.0,2,466.29,234,2,2,2,222,Needs Attention
14149.0,1,446.62,221,2,1,2,212,Needs Attention
14150.0,2,658.64,36,4,2,3,423,Promising
14151.0,2,679.45,673,1,2,3,123,Needs Attention
14152.0,7,1997.3400000000001,75,3,4,4,344,Loyal Customer
14153.0,1,233.4,483,1,1,1,111,Lost
14154.0,8,6460.7,239,2,4,5,245,Loyal Customer
14155.0,1,118.75,266,2,1,1,211,Needs Attention
14156.0,156,313437.62,10,5,5,5,555,Champion
14157.0,5,978.69,20,4,4,3,443,Loyal Customer
14158.0,1,507.66,40,4,1,2,412,New Customer
14159.0,20,7860.8,20,4,5,5,455,Champion
14160.0,7,8421.47,610,1,4,5,145,Loyal Customer
14161.0,7,2996.93,216,2,4,5,245,Loyal Customer
14162.0,2,289.36,174,3,2,2,322,Promising
14163.0,5,2594.62,87,3,4,4,344,Loyal Customer
14164.0,2,1631.77,71,3,2,4,324,Promising
14165.0,1,120.44,276,2,1,1,211,Needs Attention
14166.0,2,251.15,505,1,2,1,121,Needs Attention
14167.0,8,1274.29,39,4,4,4,444,Champion
14168.0,2,370.45,421,1,2,2,122,Needs Attention
14169.0,2,621.51,431,1,2,3,123,Needs Attention
14170.0,3,570.18,375,2,3,2,232,At Risk
14171.0,2,498.79,98,3,2,2,322,Promising
14172.0,3,369.02,605,1,3,2,132,At Risk
14173.0,6,586.0,11,5,4,2,542,Needs Attention
14174.0,1,134.46,33,4,1,1,411,New Customer
14175.0,8,7678.88,60,3,4,5,345,Loyal Customer
14176.0,5,756.46,297,2,4,3,243,Loyal Customer
14177.0,13,2209.69,86,3,5,4,354,Loyal Customer
14178.0,7,1600.26,9,5,4,4,544,Champion
14179.0,2,701.57,41,4,2,3,423,Promising
14180.0,33,6117.5,11,5,5,5,555,Champion
14181.0,2,308.35,411,1,2,2,122,Needs Attention
14182.0,4,678.77,444,1,3,3,133,Loyal Customer
14183.0,2,278.34000000000003,411,1,2,1,121,Needs Attention
14184.0,1,452.89,67,3,1,2,312,Needs Attention
14185.0,1,197.65,331,2,1,1,211,Needs Attention
14186.0,5,1550.63,427,1,4,4,144,Loyal Customer
14187.0,1,123.5,474,1,1,1,111,Lost
14188.0,6,2054.36,31,4,4,4,444,Champion
14189.0,16,5503.15,2,5,5,5,555,Champion
14190.0,1,79.9,666,1,1,1,111,Lost
14191.0,15,4817.66,2,5,5,5,555,Champion
14192.0,1,293.74,388,2,1,2,212,Needs Attention
14193.0,3,1210.19,68,3,3,3,333,Loyal Customer
14194.0,36,18670.59,5,5,5,5,555,Champion
14195.0,6,2615.6,202,2,4,4,244,Loyal Customer
14196.0,1,335.52,107,3,1,2,312,Needs Attention
14197.0,1,390.05,411,1,1,2,112,Needs Attention
14198.0,9,1569.73,18,5,5,4,554,Champion
14199.0,4,1091.7,218,2,3,3,233,Loyal Customer
14200.0,1,379.2,617,1,1,2,112,Needs Attention
14201.0,10,1193.54,60,3,5,3,353,Loyal Customer
14202.0,3,847.76,381,2,3,3,233,Loyal Customer
14203.0,1,339.34,397,2,1,2,212,Needs Attention
14204.0,4,1024.83,2,5,3,3,533,Loyal Customer
14205.0,9,2414.2,17,5,5,4,554,Champion
14206.0,3,1185.01,239,2,3,3,233,Loyal Customer
14207.0,1,157.8,688,1,1,1,111,Lost
14208.0,2,567.05,95,3,2,2,322,Promising
14209.0,15,4993.27,11,5,5,5,555,Champion
14210.0,16,5556.570000000001,106,3,5,5,355,Loyal Customer
14211.0,18,4402.29,53,4,5,5,455,Champion
14212.0,2,2190.14,90,3,2,4,324,Promising
14213.0,1,1192.2,405,2,1,3,213,Needs Attention
14214.0,5,1004.38,31,4,4,3,443,Loyal Customer
14215.0,9,3250.33,12,5,5,5,555,Champion
14216.0,5,2150.04,3,5,4,4,544,Champion
14217.0,23,3298.59,2,5,5,5,555,Champion
14218.0,1,169.48000000000002,43,4,1,1,411,New Customer
14219.0,3,633.83,4,5,3,3,533,Loyal Customer
14220.0,4,1515.0,247,2,3,4,234,Loyal Customer
14221.0,17,6517.49,42,4,5,5,455,Champion
14222.0,1,683.17,177,3,1,3,313,Needs Attention
14223.0,3,991.13,92,3,3,3,333,Loyal Customer
14224.0,9,1841.71,110,3,5,4,354,Loyal Customer
14225.0,4,2031.07,435,1,3,4,134,Loyal Customer
14226.0,6,2985.13,29,4,4,5,445,Champion
14227.0,15,6368.71,26,4,5,5,455,Champion
14228.0,3,745.5,438,1,3,3,133,Loyal Customer
14229.0,7,2594.04,52,4,4,4,444,Champion
14230.0,3,979.8000000000001,436,1,3,3,133,Loyal Customer
14231.0,4,1235.6200000000001,184,3,3,4,334,Loyal Customer
14232.0,5,2048.07,43,4,4,4,444,Champion
14233.0,7,2904.27,49,4,4,4,444,Champion
14234.0,4,754.12,22,4,3,3,433,Loyal Customer
14235.0,9,4717.99,75,3,5,5,355,Loyal Customer
14236.0,5,1555.34,81,3,4,4,344,Loyal Customer
14237.0,2,471.14,373,2,2,2,222,Needs Attention
14238.0,3,434.23,326,2,3,2,232,At Risk
14239.0,21,4263.17,43,4,5,5,455,Champion
14240.0,3,1247.49,30,4,3,4,434,Loyal Customer
14241.0,2,333.70000000000005,184,3,2,2,322,Promising
14242.0,2,280.55,235,2,2,1,221,Needs Attention
14243.0,17,7217.75,9,5,5,5,555,Champion
14244.0,1,366.41999999999996,661,1,1,2,112,Needs Attention
14245.0,2,1693.45,220,2,2,4,224,Needs Attention
14246.0,3,1474.06,111,3,3,4,334,Loyal Customer
14247.0,5,753.56,278,2,4,3,243,Loyal Customer
14248.0,3,1032.95,318,2,3,3,233,Loyal Customer
14249.0,12,5400.461,411,1,5,5,155,Loyal Customer
14250.0,3,1904.05,7,5,3,4,534,Loyal Customer
14251.0,5,2879.7000000000003,2,5,4,4,544,Champion
14252.0,1,350.99,381,2,1,2,212,Needs Attention
14253.0,2,363.40000000000003,493,1,2,2,122,Needs Attention
14254.0,1,601.03,433,1,1,2,112,Needs Attention
14255.0,1,1000.63,546,1,1,3,113,Needs Attention
14256.0,5,2460.79,260,2,4,4,244,Loyal Customer
14257.0,9,5954.45,64,3,5,5,355,Loyal Customer
14258.0,25,32051.34,9,5,5,5,555,Champion
14259.0,1,120.0,142,3,1,1,311,Needs Attention
14260.0,3,824.28,471,1,3,3,133,Loyal Customer
14261.0,2,1163.45,51,4,2,3,423,Promising
14262.0,8,2618.23,8,5,4,4,544,Champion
14263.0,1,322.93,423,1,1,2,112,Needs Attention
